Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-07-08T22:02:28.660Z","","","Included","auto","No","0","12932","66880","1084","80896","Included"
"2026-07-08T22:01:36.896Z","","","Included","auto","No","0","15167","41485","3016","59668","Included"
"2026-07-08T22:01:26.843Z","","","Included","auto","No","0","6204","443771","1483","451458","Included"
"2026-07-08T22:00:12.243Z","","","Included","auto","No","0","11069","50569","972","62610","Included"
"2026-07-08T22:00:08.718Z","","","Included","auto","No","0","11069","12793","191","24053","Included"
"2026-07-08T21:57:12.555Z","","","Included","auto","No","0","16247","34642","806","51695","Included"
"2026-07-08T21:57:02.959Z","","","Included","auto","No","0","18148","53660","1061","72869","Included"
"2026-07-08T21:56:27.344Z","","","Included","auto","No","0","16758","35169","1476","53403","Included"
"2026-07-08T21:56:16.327Z","","","Included","auto","No","0","26016","1043614","8487","1078117","Included"
"2026-07-08T21:55:17.189Z","","","Included","auto","No","0","4540","110967","925","116432","Included"
"2026-07-08T21:54:30.609Z","","","Included","auto","No","0","531","54787","276","55594","Included"
"2026-07-08T21:52:41.544Z","","","Included","auto","No","0","17686","125187","1265","144138","Included"
"2026-07-08T21:52:16.452Z","","","Included","auto","No","0","16846","35417","341","52604","Included"
"2026-07-08T21:48:37.751Z","","","Included","auto","No","0","20772","110427","2430","133629","Included"
"2026-07-08T21:45:13.909Z","","","Included","auto","No","0","15819","54934","1690","72443","Included"
"2026-07-08T21:36:22.214Z","","","Included","auto","No","0","86698","5500424","25933","5613055","Included"
"2026-07-08T21:22:57.553Z","","","Included","auto","No","0","42380","3022147","16763","3081290","Included"
"2026-07-08T21:16:22.102Z","","","Included","auto","No","0","13159","543659","5940","562758","Included"
"2026-07-08T21:08:03.932Z","","","Included","auto","No","0","12120","608749","2929","623798","Included"
"2026-07-08T21:07:49.711Z","","","Included","auto","No","0","1890","56698","274","58862","Included"
"2026-07-08T21:05:57.021Z","","","Included","auto","No","0","18618","228902","3113","250633","Included"
"2026-07-08T21:05:00.255Z","","","Included","auto","No","0","1835","147627","910","150372","Included"
"2026-07-08T21:04:23.430Z","","","Included","auto","No","0","7545","93445","911","101901","Included"
"2026-07-08T20:53:38.163Z","","","Included","auto","No","0","14458","1122810","4229","1141497","Included"
"2026-07-08T20:51:34.299Z","","","Included","auto","No","0","170773","859302","1978","1032053","Included"
"2026-07-08T20:42:11.476Z","","","Included","auto","No","0","29119","3715072","10822","3755013","Included"
"2026-07-08T20:41:51.869Z","","","Included","auto","No","0","135958","4608","221","140787","Included"
"2026-07-08T20:36:16.233Z","","","Included","grok-4.5-high","No","0","25764","2288768","15884","2330416","Included"
"2026-07-08T20:33:48.449Z","","","Included","grok-4.5-high","No","0","114239","113536","681","228456","Included"
"2026-07-08T20:32:08.064Z","","","Included","grok-4.5-fast-high","No","0","10050","73472","5674","89196","Included"
"2026-07-08T20:30:02.359Z","","","Included","grok-4.5-fast-high","No","0","7754","57216","1520","66490","Included"
"2026-07-08T20:28:44.909Z","","","Included","grok-4.5-fast-high","No","0","24133","50176","1914","76223","Included"
"2026-07-08T20:20:57.796Z","","","Included","grok-4.5-fast-high","No","0","70337","2231808","25366","2327511","Included"
"2026-07-08T20:20:24.234Z","","","Included","grok-4.5-fast-high","No","0","3475","102912","1908","108295","Included"
"2026-07-08T20:16:23.139Z","","","Included","grok-4.5-fast-high","No","0","50786","234112","2925","287823","Included"
"2026-07-08T20:14:56.184Z","","","Included","grok-4.5-fast-high","No","0","1179","169344","1377","171900","Included"
"2026-07-08T20:13:46.239Z","","","Included","grok-4.5-fast-high","No","0","11170","148736","889","160795","Included"
"2026-07-08T20:12:47.306Z","","","Included","grok-4.5-fast-high","No","0","9299","169088","1881","180268","Included"
"2026-07-08T20:10:43.547Z","","","Included","grok-4.5-fast-high","No","0","25282","5760","96","31138","Included"
"2026-07-08T20:08:02.441Z","","","Included","grok-4.5-fast-high","No","0","15345","5760","577","21682","Included"
"2026-07-08T20:04:16.445Z","","","Included","composer-2.5-fast","No","0","102766","1120100","9525","1232391","Included"
"2026-07-08T20:04:10.250Z","","","Included","grok-4.5-fast-high","No","0","25417","53888","2157","81462","Included"
"2026-07-08T19:59:41.561Z","","","Included","grok-4.5-fast-high","No","0","382","26944","153","27479","Included"
"2026-07-08T19:58:43.628Z","","","Included","grok-4.5-fast-high","No","0","27009","44608","977","72594","Included"
"2026-07-07T23:49:48.711Z","","","Included","claude-sonnet-5-thinking-high","No","65529","112","8729739","26900","8822280","Included"
"2026-07-07T23:42:15.795Z","","","Included","claude-sonnet-5-thinking-high","No","114575","74","2968553","20383","3103585","Included"
"2026-07-07T19:39:29.661Z","","","Included","claude-sonnet-5-thinking-high","No","1130","2","212276","1948","215356","Included"
"2026-07-07T19:38:53.741Z","","","Included","claude-sonnet-5-thinking-high","No","2636","2","209640","991","213269","Included"
"2026-07-07T19:35:37.959Z","","","Free","claude-sonnet-5-thinking-high","No","209640","22","2022758","10687","2243107","Free"
"2026-07-07T13:05:46.733Z","","","Free","claude-opus-4-8-thinking-high","No","17676","12","853678","7782","879148","Free"
"2026-07-07T13:04:32.404Z","","","Free","claude-opus-4-8-thinking-high","No","3441","4","264627","2283","270355","Free"
"2026-07-07T13:02:24.860Z","","","Free","claude-opus-4-8-thinking-high","No","477","2","130402","2107","132988","Free"
"2026-07-07T12:58:08.247Z","","","Free","claude-opus-4-8-thinking-high","No","45323","22","1226613","15954","1287912","Free"
"2026-07-07T12:52:24.484Z","","","Free","composer-2.5-fast","No","0","157343","695904","7259","860506","Free"
"2026-07-07T12:52:07.097Z","","","Free","claude-opus-4-8-thinking-high","No","85079","4","76594","5666","167343","Free"
"2026-07-07T06:05:31.994Z","","","Free","claude-sonnet-5-thinking-high","No","667067","115877","26777522","82429","27642895","Free"
"2026-07-07T05:56:32.544Z","","","Free","claude-sonnet-5-thinking-high","No","241171","88","6914952","37169","7193380","Free"
"2026-07-07T05:48:15.341Z","","","Free","claude-sonnet-5-thinking-high","No","82749","176423","5315484","28511","5603167","Free"
"2026-07-07T05:36:28.054Z","","","Free","claude-opus-4-8-thinking-high","No","7189","6","204300","3430","214925","Free"
"2026-07-07T05:35:01.704Z","","","Free","claude-opus-4-8-thinking-high","No","24073","4","86053","3988","114118","Free"
"2026-07-07T05:32:37.518Z","","","Free","claude-opus-4-8-thinking-high","No","41452","2","0","2989","44443","Free"
"2026-07-07T05:20:08.622Z","","","Free","claude-sonnet-5-thinking-high","No","327280","269429","40753503","126499","41476711","Free"
"2026-07-07T05:14:03.672Z","","","Free","claude-sonnet-5-thinking-high","No","6236","8","887891","6676","900811","Free"
"2026-07-07T05:06:42.979Z","","","Free","claude-sonnet-5-thinking-high","No","255362","20","1542867","40837","1839086","Free"
"2026-07-07T05:06:30.469Z","","","Free","claude-sonnet-5-thinking-high","No","7562","2","139896","132","147592","Free"
"2026-07-07T05:06:06.064Z","","","Free","claude-sonnet-5-thinking-high","No","6412","2","133484","122","140020","Free"
"2026-07-07T05:05:52.352Z","","","Free","claude-sonnet-5-thinking-high","No","7138","2","126346","91","133577","Free"
"2026-07-07T05:05:48.419Z","","","Free","claude-sonnet-5-thinking-high","No","6223","2","120123","109","126457","Free"
"2026-07-07T05:05:44.352Z","","","Free","claude-sonnet-5-thinking-high","No","6987","2","113136","89","120214","Free"
"2026-07-07T05:05:22.081Z","","","Free","claude-sonnet-5-thinking-high","No","8840","2","104296","72","113210","Free"
"2026-07-07T05:05:03.911Z","","","Free","composer-2.5","No","0","160949","1154589","9158","1324696","Free"
"2026-07-07T05:04:43.531Z","","","Free","composer-2.5","No","0","75512","629592","11506","716610","Free"
"2026-07-07T05:04:31.246Z","","","Free","composer-2.5","No","0","158813","669861","9607","838281","Free"
"2026-07-07T05:04:19.131Z","","","Free","composer-2.5","No","0","92312","706962","9656","808930","Free"
"2026-07-07T05:04:00.600Z","","","Free","composer-2.5","No","0","99048","827057","10025","936130","Free"
"2026-07-07T05:03:46.753Z","","","Free","composer-2.5","No","0","113846","1073483","9629","1196958","Free"
"2026-07-07T05:03:32.605Z","","","Free","composer-2.5","No","0","119897","958606","9639","1088142","Free"
"2026-07-07T04:58:08.707Z","","","Free","claude-sonnet-5-thinking-high","No","109767","127152","5956096","51865","6244880","Free"
"2026-07-07T04:56:41.557Z","","","Free","claude-sonnet-5-thinking-high","No","2005","4","472156","553","474718","Free"
"2026-07-07T04:50:48.685Z","","","Free","claude-sonnet-5-thinking-high","No","16434","42","4818933","7172","4842581","Free"
"2026-07-07T04:44:36.190Z","","","Free","claude-sonnet-5-thinking-high","No","27677","34","3435469","13729","3476909","Free"
"2026-07-07T04:43:10.735Z","","","Free","claude-sonnet-5-thinking-high","No","1258","2","190263","370","191893","Free"
"2026-07-07T04:39:35.363Z","","","Free","claude-sonnet-5-thinking-high","No","3351","6","564495","2630","570482","Free"
"2026-07-07T04:37:05.485Z","","","Free","claude-sonnet-5-thinking-high","No","5950","16","1466715","4115","1476796","Free"
"2026-07-07T04:31:43.874Z","","","Free","claude-sonnet-5-thinking-high","No","50707","8","133860","3965","188540","Free"
"2026-07-07T04:28:19.853Z","","","Free","claude-sonnet-5-thinking-high","No","180962","28","2310595","3937","2495522","Free"
"2026-07-07T04:21:12.082Z","","","Free","claude-sonnet-5-thinking-high","No","170823","12","834232","3906","1008973","Free"
"2026-07-07T04:08:40.883Z","","","Free","claude-sonnet-5-thinking-high","No","44881","50","3688635","11794","3745360","Free"
"2026-07-07T03:59:54.026Z","","","Free","claude-sonnet-5-thinking-high","No","123983","145356","7561665","41605","7872609","Free"
"2026-07-07T03:57:12.810Z","","","Free","claude-opus-4-8-thinking-high","No","3015","12","626379","1704","631110","Free"
"2026-07-07T03:54:44.429Z","","","Free","claude-opus-4-8-thinking-high","No","14365","16","778468","9133","801982","Free"
"2026-07-07T03:54:33.715Z","","","Free","claude-sonnet-5-thinking-high","No","29596","60","7009942","12771","7052369","Free"
"2026-07-07T03:54:27.625Z","","","Free","claude-opus-4-8-thinking-high","No","88425","4","87989","1064","177482","Free"
"2026-07-07T03:49:19.769Z","","","Free","composer-2.5-fast","No","0","56516","392553","7151","456220","Free"
"2026-07-07T03:49:11.066Z","","","Free","claude-opus-4-8-thinking-high","No","86433","52","1850080","17873","1954438","Free"
"2026-07-07T03:47:26.767Z","","","Free","claude-sonnet-5-thinking-high","No","11311","40","4235641","5096","4252088","Free"
"2026-07-07T03:43:10.728Z","","","Free","claude-sonnet-5-thinking-high","No","37483","54","5142525","9770","5189832","Free"
"2026-07-07T03:22:21.133Z","","","Free","claude-sonnet-5-thinking-high","No","684708","295235","17434188","113548","18527679","Free"
"2026-07-06T23:56:35.862Z","","","Free","claude-opus-4-8-thinking-high","No","3181","6","719087","1934","724208","Free"
"2026-07-06T23:41:14.234Z","","","Free","claude-opus-4-8-thinking-high","No","266665","42","4490494","17888","4775089","Free"
"2026-07-06T23:10:41.402Z","","","Free","claude-opus-4-8-thinking-high","No","303742","128","9773183","59513","10136566","Free"
"2026-07-06T23:03:58.627Z","","","Free","claude-opus-4-8-thinking-high","No","105373","24","865467","21782","992646","Free"
